Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
豪爵 银豹HJ150-3A,6492,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.7,8.6/8500,,-,-,-,2020x730x1135,,126,10,95,2,,-,,
豪爵 悦冠HJ150-6A,6515,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.7,8.6/8000,,-,-,-,2120x765x1075,775,130,10,95,2,,-,,
豪爵 悦冠HJ150-6C,6867,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.7,8.6/8000,,-,-,-,2120x760x1075,775,130,10,,2,,-,,
豪爵 锐爽EN125-2F,6972,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.9,8/9000,,international 5-speed,none,xx(mm),2055x730x1050,,127,0,,-,,-,,
豪爵 宝逸 125,6980,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.6,7.8/8500,,-,-,-,2000x790x1115,748,127,9,92,2,,-,,
豪爵 钻豹HJ125K-3A,7049,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.9,8/9000,,-,-,-,2045x740x1110,757,119,11,,2,,-,,
豪爵 翼爽DM125E,7180,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.1,7.4/8000,,-,-,-,2030x750x1095,750,132,11.3,100,-,,-,,
豪爵 DH125E,7580,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.1,7.4/8000,,five speed cyclic,none,-,2040x740x1105,760,135,12.5,,-,,-,,
豪爵 DK125S HJ125-30A,7308,Haojue,street car,domestic production,,single cylinder four stroke air-cooled,10.9,8/8000,,-,None,-,2020x755x1100,760,135,12.5,95,-,,-,,
豪爵 悦冠HJ150-6D,7380,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2120x765x1090,,135,10,,2,,-,,
豪爵 EH150 HJ150-25,7380,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,None,xx(mm),2050x780x1075,765,137,12.9,,-,,-,,
豪爵 悦冠HJ150-6F,7480,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2080x780x1075,775,135,10.5,,-,,-,,
豪爵 超级骊爽HJ125-20,7495,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,2000x750x1085,,127,0,,-,,-,,
豪爵 DH150E,7780,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2040,760,136,14.6,,-,,-,,"Diamond Leopard Red, Pearl Black, Jazz Blue"
豪爵 KA150 HJ150-22A,7880,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,1960x750x1040,,128,0,,-,,-,,
豪爵 DK150 HJ150-30,7933,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.28,8.3/8000,,5,None,-,2020,760,135,0,106,-,,-,,
豪爵 DH150ES,7980,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,international 5-speed,-,-,2040,760,139,14.6,,-,,-,,"Diamond Leopard Red, Pearl Black, Jazz Blue"
豪爵 锐爽EN125-2E,8000,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,12.64,9.3/6000,,-,-,-,2055,,128,0,92,-,,-,,
豪爵 KA150 HJ150-22,8285,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,None,-,1960x750x1040,,128,13,,-,,-,,
豪爵 DK150S HJ150-30A,8380,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.28,8.3/8000,,-,-,-,2020,760,135,0,105,-,,-,,
豪爵 宝逸 150,8480,Haojue,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,reciprocating 5-speed,none,xx(mm),1995x795x1105,745,132,9.9,,-,,-,,"transparent red, pearl black"
豪爵 KA125,8980,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  135cc,10.9,8/8000,,-,-,-,1960x725x1060,760,126,12,110,-,,-,,
豪爵 锐爽EN150J,16750,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.0,8.8/8000,,-,-,-,2170x795x1230,,150,14,,-,,-,,
豪爵 TD150 HJ150-16,10549,Haojue,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2100x870x1170,737,144,11.5,,-,,-,,
豪爵 DK125E HJ125-30E,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  135cc,10.9,8/8000,,-,None,-,2020x755x1100,760,135,12.5,,-,,-,,
豪爵 DK150R,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,None,-,2020x755x1100,760,135,12.5,,-,,-,,
豪爵 DK150E,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  149cc,11.3,8.3/8000,,-,None,-,2020x755x1100,760,135,12.5,,-,,-,,"Sea God Blue, Cool Yellow, Cool Red, Pearl Black"
豪爵 喜冠HJ150-2H,Currently no quotation available,Haojue,Cruising Crown Prince,Domestic,Jiangmen Dachangjiang Group Co.,single cylinder four stroke air-cooled  125cc,10.1,7.4/8500,,-,None,-,1975x800x1110,740,120,8.5,,-,,-,,
豪爵 喜冠HJ150-2H,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  149cc,11.28,8.3/8000,,five speed reciprocating,none,-,2040x780x1070,780,131,12,,-,,-,,
豪爵 HJ125-8R,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.1,7.4/8500,,five speed cyclic,none,xx(mm),1975x800x1110,740,120,8.5,,-,,-,,
豪爵 GN125,Currently no quotation available,Haojue,Retro,Domestic,,single cylinder four stroke air-cooled  125cc,10.6,7.8/8500,,reciprocating 5-speed,-,-,197x80x1110,740,123,0,,-,,-,,"transparent red, pearl black"
豪爵 DM150ES HJ150-23C,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2030,750,132,11.3,,-,,-,,
豪爵 HJ150-2K,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2010,780,135,11.5,,-,,-,,
豪爵 DKS150,Currently no quotation available,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.6,9.3/8000,,international 5-speed,none,xx(mm),2020x760x1100,760,139,16.5,,1.91,,800,,"Pearl Black, Sky Lake Blue, Diamond Leopard Red"
豪爵 喜运HJ110-2C,5200,Haojue,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,7.2,5.3/7500,,-,-,-,1955x690x1100,,107,4,80,1,,-,,
豪爵 UG110,5880,Haojue,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,7.1,5.2/7500,,-,None,-,1905x690x1100,780,99,3.6,,-,,-,,
豪爵 UT110,6880,Haojue,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,8.8,6.5/7500,,cycle 4-speed,-,-,1930x710x1090,765,,3.9,,1.5,,-,,"Pearl Black/Red, Panther Red, Cool Blue, Pearl Black/Gold, Pearl White"
豪爵 UH110,6880,Haojue,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,8.8,6.5/7500,,cycle 4-speed,-,-,1930x710x1090,765,,3.9,,1.5,,-,,"Pearl Black/Red, Panther Red, Cool Blue, Pearl Black/Gold, Pearl White"
豪爵 迪爽HJ150-9C,7380,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.42,8.4/,,5,-,-,1995,770,136,13,110,1.5,,400,,
豪爵 骊爽HJ150-8,7380,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2000x750x1085,750,128,11,,-,,-,,
豪爵 骊爽HJ150-7,7880,Haojue,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,2030x750x1085,766,130,10.5,,2,,-,,
奔达 灰石250,16980,Benda,Cruising Crown Prince,Domestic,Hangzhou Saturn Power Technology Co.,V-type twin cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,standard,-,2225x853x1090,720,177,15.5,129,-,,-,,"Ultra Silver, Starry Night Silver, Chestnut Red, Sky Blue, British Green"
奔达 拿破仑250,16980,Benda,Cruising Crown Prince,Domestic,Hangzhou Saturn Power Technology Co.,V-type twin cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,standard,-,2225x853x1090,720,177,15.5,129,-,,-,,"Ultra Silver, Starry Night Silver, Chestnut Red, Sky Blue, British Green"
奔达 金吉拉300,24080,Benda,Cruising Crown Prince,Domestic,Zhejiang Changling Benjian Locomotive Co.,V-type twin cylinder four stroke water-cooled  300cc,30.6,22.5/8500,,international 6-speed,standard,xx(mm),2120x836x1050,690,170,15,,-,,-,,Starry Sky Grey
奔达 Rock300 灰石,23880,Benda,Cruising Crown Prince,Domestic,Zhejiang Changling Benjian Locomotive Co.,V-type twin cylinder four stroke water-cooled  300cc,30.6,22.5/8500,,international 6-speed,standard,xx(mm),2225x853x1090,720,177,17,148,-,,-,,"Blue crystal gray, frosted gray"
奔达 金吉拉450,26900,Benda,Cruising Crown Prince,Domestic,Hangzhou Saturn Power Technology Co.,V-type twin cylinder four stroke water-cooled  450cc,50.3,37/8500,,international 6-speed,standard,-,2260x846x1183,705,198,16,150,-,,-,,"Moon Shadow White, Starry Sky Grey, Soul Moving Red, Southern Star Blue, Dark Night Black"
奔达 拿破仑450,26900,Benda,Cruising Crown Prince,Domestic,Hangzhou Saturn Power Technology Co.,V-type twin cylinder four stroke water-cooled  450cc,50.3,37/8500,,international 6-speed,standard,-,2260x846x1183,695,196,16,160,-,,-,,"Dark Gold, Grey Moon, Dark Gold (black wheels+200 yuan), Grey Moon (black wheels+200 yuan)"
奔达 黑旗500,36800,Benda,Cruising Crown Prince,Domestic,Hangzhou Saturn Power Technology Co.,V-type four cylinder four stroke water-cooled  500cc,54.4,40/10000,,international 6-speed,standard,xx(mm),2330x907x1100,670,241,16,165,-,,-,,"Fantasy Black, Fantasy Black (Knife Row), Shadow White, Shadow White (Knife Row), Charm Red, Charm Red (Knife Row)"
奔达 LFC700 燎,46800,Benda,Cruising Crown Prince,Domestic,,inline four cylinder four stroke water-cooled  700cc,93.8,69/11000,,international 6-speed,standard,-,2430x880x1110,650,235,20,195,-,,-,,"Dawn Gold, Dark Night Black, Starry Red, Aurora Green"
奔达 LFS700 唐刀,38800,Benda,street car,domestic production,Hangzhou Saturn Power Technology Co.,inline four cylinder four stroke water-cooled  700cc,93.8,69/11000,,international 6-speed,standard,xx(mm),2142x848x1106,800,208,18,200,-,,-,,"black, tiger pattern gray"
奔达 火舞250,15800,Benda,street car,domestic production,,single cylinder four stroke water-cooled  250cc,25.2,18.5/9500,,-,None,-,2000x785x1056,795,165,14,140,-,,-,,
奔达 FUN2,22580,Benda,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  250cc,24.3,17.9/7500,,-,standard,-,2130x810x1100,,179,19,130,2.9,,-,,
奔达 原驰兽400,27980,Benda,Cruising Crown Prince,Domestic,Zhejiang Changling Benjian Locomotive Co.,inline dual cylinder four stroke water-cooled  400cc,38.7,28.5/8500,,international 6-speed,standard,-,2130x810x1100,,184,19,,-,,-,,
奔达 BOX 400,28980,Benda,Cruising Crown Prince,Domestic,Zhejiang Changling Benjian Locomotive Co.,inline dual cylinder four stroke water-cooled  400cc,36.7,27/9500,,international 6-speed,standard,-,2160x810x1160,690,188,19,150,3.4,,-,,
凯越 250RR 刺鸟,18880,Kai,sports car,domestic production,,inline dual cylinder four stroke water-cooled  250cc,32.6,24/11500,,international 6-speed,standard,-,1975x743x1100,760,147,13,160,4,,-,,"Night Shadow, Flowing Light"
凯越 321RR,22980,Kai,sports car,domestic production,,inline dual cylinder four stroke water-cooled  320cc,39.4,29/11000,,international 6-speed,standard,-,1975x743x1100,760,151,13,170,3.8,,-,,"Burst Orange, Star White, Ice Crystal Green"
凯越 450RR,30980,Kai,sports car,domestic production,,inline four cylinder four stroke water-cooled  450cc,70.7,52/13000,,international 6-speed,standard,-,2015x740x1090,785,165,15,220,-,,-,,"metal black gray, pearl white"
凯越 321RR 厂队赛车,49800,Kai,sports car,domestic production,,inline dual cylinder four stroke water-cooled+oil cooled  320cc,46.2,34/,,international 6-speed,-,-,,,,0,192,-,,-,,
凯越 Cobra 321R,24800,Kai,street car,domestic production,,inline dual cylinder four stroke water-cooled  320cc,39.4,29/10500,,international 6-speed,standard,xx(mm),1940x825x1075,790,149,13,170,3.8,,-,,"Orange+White, Dark Grey+Orange"
凯越 450R,Currently no quotation available,Kaiyue,street car,domestic production,,inline four cylinder four stroke water-cooled  450cc,65.3,48/,,international 6-speed,standard,-,2010x830x1100,,164,0,205,-,,-,,
凯越 321F-Cafe,24300,Kai,Retro,Domestic,,inline dual cylinder four stroke water-cooled  320cc,41.5,30.5/10500,,international 6-speed,standard,xx(mm),2034x743x1120,800,149,13,170,3.8,,-,,
凯越 400F,25980,Kai,Retro,Domestic,,inline dual cylinder four stroke water-cooled  400cc,36.7,27/9000,,international 6-speed,standard,xx(mm),2156x850x1177,790,180,18,138,4.22,,420,,"silver, red, black, green"
凯越 500F,32800,Kai,Retro,Domestic,,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,xx(mm),2156x850x1177,790,,18,170,4.2,,-,,"black, red, green"
凯越 525F,33980,Kai,Retro,Domestic,,inline dual cylinder four stroke water-cooled  500cc,53.8,39.6/8500,,international 6-speed,standard,xx(mm),2156x850x1177,790,191,18,170,-,,-,,"mineral gray, starry silver"
凯越 400X,29800,Kai,tension,domestically produced,,inline dual cylinder four stroke water-cooled  400cc,38.7,28.5/9000,,international 6-speed,standard,xx(mm),2165x929x1432,790,198,20.6,155,4.2,,-,,"Black, White, Red, Blue Grey, Blue White"
凯越 500X,34800,Kai,tension,domestically produced,,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,xx(mm),2150x910x1450,820,,20,170,4.2,,470,,
凯越 525X,34299,Kai,tension,domestically produced,,inline dual cylinder four stroke water-cooled  500cc,53.8,39.6/8500,,international 6-speed,standard,-,2260x945x1390,820,205,20,170,3.8,,-,,
凯越 450Rally,Currently no quotation available,Kaiyue,tension,domestically produced,,single cylinder four stroke  450cc,,,,-,-,-,,,,0,,-,,-,,
凯越 800X,Currently no quotation available,Kaiyue,tension,domestically produced,,inline dual cylinder four stroke water-cooled  800cc,96.5,71/9000,,international 6-speed,standard,xx(mm),,,,20,210,4.5,,-,,
凯越 MX250,Currently no quotation available,Kaiyue,Off road,Domestic,,single cylinder  250cc,,,,-,-,-,,,,0,,-,,-,,
凯越 MX450,Currently no quotation available,Kaiyue,Off road,Domestic,,single cylinder four stroke  450cc,65.3,48/9500,,-,-,-,2168x805x1265,960,,7,140,-,,-,,
凯越 150T,Currently no quotation available,Kaiyue,pedal,domestic,,single cylinder four stroke water-cooled  150cc,16.3,12/8500,,CVT continuously variable transmission automatic transmission,standard,-,1911x766x1120,765,125,10,105,2.5,,-,,"Blueberry Sea, Sky Orange, Oriental Jasmine, Star Grey Sky, Floating Light Leaping Gold"
光阳 如意豪迈125KDU II,6380,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  124cc,8.8,6.5/7000,,-,-,-,1820x670x1110,,107,0,80,-,,-,,
光阳 如意豪迈CK125T-2M,6980,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,1833x650x1125,,,5,,2.33,,-,,
光阳 锋丽VP L125,7680,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.8,6.5/7500,,CVT continuously variable transmission automatic transmission,-,-,,740,,0,,-,,-,,
光阳 动丽125,8680,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.8,6.5/7500,,CVT continuously variable transmission automatic transmission,-,-,,770,,0,,-,,-,,
光阳 劲丽110 Fi,8980,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  115cc,8.6,6.3/8000,,-,None,-,1800,,111,4.5,85,-,,-,,
光阳 Jockey125,8980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.4,6.9/7000,,CVT continuously variable transmission automatic transmission,none,xx(mm),1905x685x1110,750,113,6,90,1.93,,-,,
光阳 动丽G150,11980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  150cc,13.7,10.1/8500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1940x730x1130,,127,8.5,95,2.46,,-,,"matte black, pearl white"
光阳 LIKE 180 Fi双色版,12500,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  180cc,11.56,8.5/7500,,2,-,-,1915,,121,6,95,2,,-,,
光阳 弯道情人125 Fi,12800,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,-,-,-,1910,780,126,0,90,1.9,,-,,
光阳 弯道150,13500,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  150cc,13.6,10/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1900x720x1140,790,130,7.1,96,2.48,,-,,"Pearl White, Space Grey, Starry Blue, Flat Light Black"
光阳 弯道情人150 ACC,13800,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  150cc,10.47,7.7/7500,,-,-,-,1910,,126,0,92,-,,-,,
光阳 Any Like Q 150,13980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  150cc,13.3,9.8/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1920x675x1125,760,128,6.5,98,2.67,,-,,"Pearl White, Retro Black, Glacier Blue"
光阳 New Many 125,14980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.5,7/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1710x671x1070,755,103,5.5,88,2.3,,-,,"Youth Green, Tranquil Black, Flowing Silver, Sprout White"
光阳 Racing X 150,15999,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.2,11.2/8000,,CVT continuously variable transmission automatic transmission,standard,-,1957x787x1100,790,148,6.8,104,2.57,,-,,"Mist Diamond Silver/Deep Iron Grey, Deep Iron Grey, Pearl White/Flame Red, Pearl White"
光阳 Racing H 150,18280,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.2,11.2/8500,,CVT continuously variable transmission automatic transmission,standard,-,1957x787x1297,790,148,10.7,104,2.61,,-,,"black/gold, white/gold"
光阳 弯道情人150 KCC,19268,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  150cc,14,10.3/8500,,-,-,-,1910,,128,7.1,92,-,,-,,
光阳 G6 150,27800,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  150cc,14.1,10.4/8000,,-,-,-,1850x730x1115,,126,6,98,-,,-,,
光阳 KRV180,29800,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  180cc,17.0,12.5/8000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1960x755x1115,795,143,7.2,107,-,,-,,
光阳 雷霆王 Racing King 180,,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  180cc,17.7,13/8250,,CVT continuously variable transmission,none,-,1931,790,144,7.4,,-,,-,,
光阳 锋丽50 Fi,7800,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  50cc,2.72,2/8000,,-,-,-,1790,,97,0,50,-,,-,,
光阳 威风豪迈125,8522,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.48,5.5/7500,,2,-,-,1910,,106,6,82,2,,-,,
光阳 凌丽CK125T-3M,7880,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.5,6.27/7000,,-,-,-,1780x690x1120,,,6,75,1.97,,-,,
光阳 People S 150,18800,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  150cc,13.7,10.1/8500,,CVT continuously variable transmission automatic transmission,standard,-,2085x700x1170,,130,7,,2.08,,-,,
光阳 GP125,6980,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.8,6.5/7000,,-,-,-,1810x705x1100,,124.6,6,,3.8,,-,,
光阳 X-Town CT125,,Guangyang,pedal,domestic,,125cc,,,,-,None,-,,,,0,,-,,-,,
光阳 racing s 125,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,124cc,,,,-,None,-,1855x750x1100,,127,0,,-,,-,,
光阳 VJR110,,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  110cc,,,,-,None,-,1760,740,,6,,-,,-,,
光阳 Sento 50,,Guangyang,pedal,domestic,,with a,,,,-,-,-,,,,0,,-,,-,,
光阳 Super 8 50,,Guangyang,pedal,domestic,,with a,,,,-,-,-,,,,0,,-,,-,,
光阳 Like 50,,Guangyang,pedal,domestic,,with a,,,,-,-,-,,,,0,,-,,-,,
光阳 Super 8 50 2T,,Guangyang,pedal,domestic,,single cylinder two-stroke air-cooled  49cc,,,,-,-,-,1940,790,163,0,,-,,-,,
光阳 Super 9 AC EOS,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder two-stroke air-cooled  49cc,,,,-,-,-,1850,800,163,7,,-,,-,,
光阳 Frost 200i,,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  174cc,,,,-,-,-,2030,812.8,163,0,,-,,-,,
光阳 People 150,,Guangyang,pedal,domestic,Taiwan,single cylinder four stroke air-cooled  152cc,,,,-,-,-,,,,0,,-,,-,,
光阳 Super 8 150,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  149cc,,,,-,-,-,1940,790,,5,,-,,-,,
光阳 Agility 50,,Guangyang,pedal,domestic,,with a,,,,-,-,-,,,,0,,-,,-,,
光阳 Agility 125,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,,,,,-,-,-,1830x690x1130,787,,4.9,,-,,-,,
光阳 Compagno 50i,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,,,,,-,-,-,,737,,5.5,,-,,-,,
光阳 Compagno 110i,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,,,,,-,-,-,1720x658x1049,737,,5.5,,-,,-,,
光阳 Like 200i,,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled,,,,-,-,-,1928x762x1110,775,,6.8,,-,,-,,
光阳 Super 8 150,,Guangyang,pedal,domestic,,single cylinder four stroke air-cooled  149cc,,,,-,-,-,1615x744x1219,787,,4.9,,-,,-,,
光阳 Yup 50,,Guangyang,pedal,domestic,,single cylinder air-cooled  50cc,,,,-,-,-,,,,5.3,,-,,-,,
光阳 Like 50 2T,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,with a,,,,-,-,-,,,,0,,-,,-,,
光阳 Vitality 50 2T,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder two-stroke air-cooled  49cc,,,,-,-,-,1870,835,,5,,-,,-,,
光阳 Sento 50i,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  49cc,,,,-,-,-,1720,740,,5.5,,-,,-,,
光阳 Sento 110i,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke air-cooled  111cc,,,,-,-,-,1720,740,,5.5,,-,,-,,
光阳 Yager GT 200i,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,", 174cc",,,,-,-,-,,,,0,,-,,-,,
光阳 赛艇 CT250,18999,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,21.8,16/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2197x838x1200,765,194,10.5,114,2.83,,-,,Mist Diamond Silver
贝纳利 龙卷风 Tornado 252R,20800,Benelli,sports car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  250cc,26.1,19.2/8500,,international 6-speed,standard,xx(mm),2050x770x1130,785,177,14,,-,,-,,"Pesaro Blue, Turin Grey, TNT Green, Ferrari Red"
贝纳利 龙卷风 Tornado 302R,23800,Benelli,sports car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  300cc,35.4,26/11000,,international 6-speed,standard,xx(mm),2050x770x1130,785,182,14,170,4.7,,-,,"Black Flash Gold, White, Elegant Silver Grey"
贝纳利 龙卷风 Tornado 402R,27800,Benelli,sports car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  400cc,47.6,35/10000,,international 6-speed,standard,xx(mm),2030x750x1150,785,172,14.8,170,-,,-,,"Pesaro Green, Sicily Black"
贝纳利 龙卷风 Tornado 552R,32800,Benelli,sports car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  550cc,61.2,45/8500,,international 6-speed,standard,-,2090x770x1155,790,186,16.5,192,-,,-,,"Emerald Green/Bridge Silver/Wear resistant Matte Black, Golden/Bridge Silver/Wear resistant Matte Black, Wear resistant Matte Black/Qianjiang Grey, Satisfied White/Wear resistant Matte Black"
贝纳利 Tornado Tre 1130,Currently no quotation available,Benelli,sports car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,163.2,120/10500,,international 6-speed,none,-,,810,,19.1,,-,,-,,
贝纳利 654 Sport,Currently no quotation available,Benelli,street car,domestic production,,four cylinder four stroke air-cooled  603cc,,,,-,-,-,,,,12,,-,,-,,
贝纳利 Tre 899 Tornado,Currently no quotation available,Benelli,sports car,domestic production,,inline three cylinder four stroke water-cooled  899cc,,,,international 6-speed,none,-,,810,,20.5,,-,,-,,
贝纳利 Tre 1130 Tornado,Currently no quotation available,Benelli,sports car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,,807,,20.8,,-,,-,,
贝纳利 小暴龙TNT125,9480,Benelli,MINI,Domestic,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke oil cooled  135cc,11.6,8.5/9000,,international 5-speed,none,xx(mm),1840x755x1010,760,122,7.2,99,-,,-,,"TNT Red, Matte Metallic Grey, Satisfied White, Sparkling Black"
贝贝纳利 红宝龙 TNT150i,10800,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke oil cooled  150cc,13.3,9.8/9000,,international 5-speed,none,xx(mm),2050x810x1065,780,144,13.5,99,-,,400,,"graphite black, passion red, pearl white"
贝纳利 小迅龙 BN150S,11980,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke water-cooled  150cc,13.3,9.8/,,international 6-speed,-,-,2020x780x1070,,145,0,99,-,,-,,
